,index,ID,Player,Team,Position,RkOv,Status,Opponent,FPts,FP/G,%D,ADP,Ros,G,VORP,VORPrk,Value
0,0,*061vq*,Erling Haaland,MCI,F,1,FA,@CHE Sun 11:30AM,534.0,18.41,100%,1.58,99%,29.005975013579576,303.3571428571429,1,0.5800000000000001
1,1,*04y92*,Bukayo Saka,ARS,M,2,FA,WOL Sat 10:00AM,490.5,15.82,100%,2.36,100%,31.005056890012643,248.57142857142858,2,0.3599999999999999
2,2,*05nt6*,Eberechi Eze,CRY,M,3,FA,@BRF Sun 9:00AM,478.0,15.93,100%,11.37,100%,30.006277463904585,236.07142857142858,3,8.37
3,3,*03aqp*,Mohamed Salah,LIV,F,4,FA,@IPS Sat 7:30AM,463.0,15.97,100%,4.73,100%,28.991859737006887,232.35714285714286,4,0.7300000000000004
4,4,*05ocl*,Ollie Watkins,AVL,F,5,FA,@WHU Sat 12:30PM,463.0,12.86,100%,8.08,100%,36.00311041990669,232.35714285714286,5,3.08
5,5,*05l8q*,Cole Palmer,CHE,M,6,FA,MCI Sun 11:30AM,460.0,15.33,100%,3.51,100%,30.00652315720809,218.07142857142858,6,-2.49
6,6,*05gcr*,Bruno Fernandes,MUN,M,7,FA,FUL Fri 3:00PM,447.5,13.98,100%,5.55,100%,32.010014306151646,205.57142857142858,7,-1.4500000000000002
7,7,*04abb*,Phil Foden,MCI,M,8,FA,@CHE Sun 11:30AM,423.5,14.6,100%,5.94,100%,29.006849315068493,181.57142857142858,8,-2.0599999999999996
8,8,*02oox*,Kevin De Bruyne,MCI,M,9,FA,@CHE Sun 11:30AM,418.5,17.44,100%,10.12,100%,23.99655963302752,176.57142857142858,9,1.1199999999999992
9,30,*03srg*,Trent Alexander-Arnold,LIV,D,31,FA,@IPS Sat 7:30AM,299.5,9.98,100%,14.17,100%,30.01002004008016,173.35714285714286,10,4.17
10,9,*03v9d*,Son Heung-Min,TOT,F,10,FA,@LEI Mon 3:00PM,403.0,13.43,100%,9.46,100%,30.007446016381238,172.35714285714286,11,-1.5399999999999991
11,43,*05n07*,Pedro Porro,TOT,D,44,FA,@LEI Mon 3:00PM,273.0,8.27,100%,34.04,100%,33.01088270858525,146.85714285714286,12,22.04
12,10,*04mdn*,Anthony Gordon,NEW,M,11,FA,SOU Sat 10:00AM,388.0,12.93,100%,15.99,100%,30.0077339520495,146.07142857142858,13,2.99
13,11,*05r9b*,Martin Odegaard,ARS,M,12,FA,WOL Sat 10:00AM,388.0,12.12,100%,8.97,100%,32.01320132013201,146.07142857142858,14,-5.029999999999999
14,13,*06mgd*,Abdul Fatawu,LEI,F,14,FA,TOT Mon 3:00PM,353.5,12.19,90%,91.47,90%,28.999179655455293,122.85714285714286,15,76.47
15,12,*06fv8*,Mohammed Kudus,WHU,M,13,FA,AVL Sat 12:30PM,362.5,11.69,100%,19.65,99%,31.009409751924725,120.57142857142858,16,3.6499999999999986
16,14,*05o6h*,Kai Havertz,ARS,F,15,FA,WOL Sat 10:00AM,345.0,12.32,100%,19.06,99%,28.003246753246753,114.35714285714286,17,2.0599999999999987
17,64,*03gu5*,Andrew Robertson,LIV,D,65,FA,@IPS Sat 7:30AM,235.5,8.12,100%,43.44,100%,29.002463054187196,109.35714285714286,18,25.439999999999998
18,15,*04qr9*,Morgan Gibbs-White,NOT,M,16,FA,BOU Sat 10:00AM,340.5,10.32,100%,27.21,100%,32.99418604651163,98.57142857142858,19,8.21
19,17,*06cm0*,Christopher Nkunku,CHE,F,18,FA,MCI Sun 11:30AM,328.0,14.26,100%,33.32,100%,23.00140252454418,97.35714285714286,20,13.32
20,18,*0646f*,Alexander Isak,NEW,F,19,FA,SOU Sat 10:00AM,327.5,12.13,100%,11.62,100%,26.99917559769167,96.85714285714286,21,-9.38
21,80,*0427d*,James Tarkowski,EVE,D,81,FA,BHA Sat 10:00AM,221.5,6.51,99%,57.38,98%,34.024577572964674,95.35714285714286,22,35.38
22,82,*06jgi*,Daniel Munoz,CRY,D,83,FA,@BRF Sun 9:00AM,219.5,6.86,100%,60.29,99%,31.997084548104954,93.35714285714286,23,37.29
23,16,*0414o*,James Maddison,TOT,M,17,FA,@LEI Mon 3:00PM,333.0,12.81,100%,17.07,100%,25.995316159250585,91.07142857142858,24,-6.93
24,87,*04qfz*,Diogo Dalot,MUN,D,88,FA,FUL Fri 3:00PM,214.5,6.5,100%,65.95,99%,33.0,88.35714285714286,25,40.95
25,19,*04p0d*,Dwight McNeil,EVE,M,20,FA,BHA Sat 10:00AM,327.5,10.56,100%,51.38,98%,31.013257575757574,85.57142857142858,26,25.380000000000003
26,94,*063y7*,Destiny Udogie,TOT,D,95,FA,@LEI Mon 3:00PM,209.5,6.76,97%,89.65,97%,30.99112426035503,83.35714285714286,27,62.650000000000006
27,25,*061x2*,Darwin Nunez,LIV,F,26,FA,@IPS Sat 7:30AM,310.5,14.11,100%,24.52,100%,22.005669737774628,79.85714285714286,28,-3.4800000000000004
28,20,*05ylj*,Bruno Guimaraes,NEW,M,21,FA,SOU Sat 10:00AM,321.5,9.74,100%,28.33,99%,33.0082135523614,79.57142857142858,29,-0.6700000000000017
29,21,*04agz*,Declan Rice,ARS,M,22,FA,WOL Sat 10:00AM,321.0,9.44,100%,28.46,100%,34.00423728813559,79.07142857142858,30,-1.5399999999999991
30,27,*067yv*,Cody Gakpo,LIV,F,27,FA,@IPS Sat 7:30AM,309.5,14.07,100%,46.79,99%,21.99715707178394,78.85714285714286,31,15.79
31,22,*06fup*,Jeremy Doku,MCI,M,23,FA,@CHE Sun 11:30AM,316.5,15.82,100%,30.79,100%,20.006321112515803,74.57142857142858,32,-1.2100000000000009
32,28,*05r8o*,Jean-Philippe Mateta,CRY,F,29,FA,@BRF Sun 9:00AM,303.0,10.82,100%,48.94,99%,28.003696857670977,72.35714285714286,33,15.939999999999998
33,29,*061vn*,Rodrigo Muniz,FUL,F,30,FA,@MUN Fri 3:00PM,302.5,11.2,97%,67.49,98%,27.008928571428573,71.85714285714286,34,33.489999999999995
34,23,*052h5*,Gabriel Martinelli,ARS,M,24,FA,WOL Sat 10:00AM,312.5,13.59,100%,40.43,100%,22.994849153789552,70.57142857142858,35,5.43
35,24,*046c5*,Jarrod Bowen,WHU,M,25,FA,AVL Sat 12:30PM,311.5,10.38,100%,21.27,100%,30.009633911368013,69.57142857142858,36,-14.73
36,31,*048xh*,Stephy Mavididi,LEI,F,32,FA,TOT Mon 3:00PM,299.0,10.31,87%,104.91,87%,29.000969932104752,68.35714285714286,37,67.91
37,26,*060wh*,Alejandro Garnacho,MUN,M,28,FA,FUL Fri 3:00PM,309.5,10.67,100%,39.11,100%,29.006560449859418,67.57142857142858,38,1.1099999999999994
38,33,*068y0*,Antoine Semenyo,BOU,F,34,FA,@NOT Sat 10:00AM,294.5,11.33,90%,97.68,90%,25.992939099735217,63.85714285714286,39,58.68000000000001
39,34,*045c8*,Gabriel Jesus,ARS,F,35,FA,WOL Sat 10:00AM,291.0,14.55,96%,68.61,98%,20.0,60.35714285714286,40,28.61
40,119,*04e1e*,Ben White,ARS,D,120,FA,WOL Sat 10:00AM,183.5,5.73,100%,38.4,100%,32.024432809773124,57.35714285714286,41,-2.6000000000000014
41,120,*03vlj*,Virgil van Dijk,LIV,D,121,FA,@IPS Sat 7:30AM,182.5,5.53,100%,44.11,100%,33.00180831826401,56.35714285714286,42,2.1099999999999994
42,121,*05nil*,Leif Davis,IPS,D,122,FA,LIV Sat 7:30AM,182.0,6.28,96%,85.69,95%,28.980891719745223,55.85714285714286,43,42.69
43,35,*05g2o*,Joao Pedro,BHA,F,36,FA,@EVE Sat 10:00AM,285.5,12.41,100%,54.15,99%,23.005640612409348,54.85714285714286,44,10.149999999999999
44,36,*05trb*,Bryan Mbeumo,BRF,F,37,FA,CRY Sun 9:00AM,284.0,10.92,100%,43.36,99%,26.007326007326007,53.35714285714286,45,-1.6400000000000006
45,32,*0524k*,Rodri,MCI,M,33,FA,@CHE Sun 11:30AM,295.0,9.52,100%,28.15,99%,30.987394957983195,53.071428571428584,46,-17.85
46,41,*04mi4*,Callum Hudson-Odoi,NOT,F,42,FA,BOU Sat 10:00AM,275.0,10.19,87%,106.12,91%,26.987242394504417,44.35714285714286,47,59.120000000000005
47,42,*05yld*,Luis Diaz,LIV,F,43,FA,@IPS Sat 7:30AM,274.5,13.07,100%,23.26,99%,21.00229533282326,43.85714285714286,48,-24.74
48,37,*03rxs*,Harry Wilson,FUL,M,38,FA,@MUN Fri 3:00PM,282.5,10.46,51%,128.12,54%,27.0076481835564,40.571428571428584,49,79.12
49,46,*067yz*,Matheus Cunha,WOL,F,47,FA,@ARS Sat 10:00AM,270.0,10.38,98%,61.72,97%,26.011560693641616,39.35714285714286,50,11.719999999999999
50,142,*05tr1*,Ethan Pinnock,BRF,D,142,FA,CRY Sun 9:00AM,165.0,5.32,96%,91.41,94%,31.01503759398496,38.85714285714286,51,40.41
51,38,*04fk6*,Bernardo Silva,MCI,M,39,FA,@CHE Sun 11:30AM,279.5,10.35,100%,42.69,99%,27.004830917874397,37.571428571428584,52,-9.310000000000002
52,39,*0522h*,Alexis Mac Allister,LIV,M,40,FA,@IPS Sat 7:30AM,279.0,9.62,100%,50.91,99%,29.002079002079004,37.071428571428584,53,-2.0900000000000034
53,40,*05uns*,Leon Bailey,AVL,M,41,FA,@WHU Sat 12:30PM,277.0,12.59,100%,49.19,99%,22.001588562351074,35.071428571428584,54,-4.810000000000002
54,148,*03rzp*,Antonee Robinson,FUL,D,149,FA,@MUN Fri 3:00PM,160.5,4.86,99%,71.91,98%,33.02469135802469,34.35714285714286,55,16.909999999999997
55,47,*03ar4*,Adam Armstrong,SOU,F,48,FA,@NEW Sat 10:00AM,264.5,8.82,73%,121.06,76%,29.988662131519273,33.85714285714286,56,65.06
56,115,*06dps*,Andre Onana,MUN,G,116,FA,FUL Fri 3:00PM,186.0,4.89,99%,93.12,99%,38.036809815950924,32.14285714285714,57,36.120000000000005
57,44,*068n8*,Noni Madueke,CHE,M,45,FA,MCI Sun 11:30AM,272.5,12.39,93%,95.59,94%,21.993543179983856,30.571428571428584,58,37.59
58,117,*05udg*,Jose Sa,WOL,G,118,FA,@ARS Sat 10:00AM,184.0,4.84,84%,121.76,84%,38.01652892561984,30.14285714285714,59,62.760000000000005
59,45,*0647t*,Lucas Paqueta,WHU,M,46,FA,AVL Sat 12:30PM,271.5,10.06,98%,66.11,98%,26.98807157057654,29.571428571428584,60,6.109999999999999
60,52,*037mo*,Willian,FUL,F,52,FA,@MUN Fri 3:00PM,258.0,9.56,19%,208.84,20%,26.98744769874477,27.35714285714286,61,147.84
61,125,*032f9*,Jordan Pickford,EVE,G,126,FA,BHA Sat 10:00AM,181.0,4.76,94%,110.03,97%,38.02521008403362,27.14285714285714,62,48.03
62,155,*05l27*,Jarrad Branthwaite,EVE,D,156,FA,BHA Sat 10:00AM,153.0,4.5,96%,95.46,96%,34.0,26.85714285714286,63,32.459999999999994
63,53,*049tq*,Dominic Calvert-Lewin,EVE,F,54,FA,BHA Sat 10:00AM,257.0,9.52,87%,104.53,90%,26.995798319327733,26.35714285714286,64,40.53
64,55,*03v6w*,Ivan Toney,BRF,F,56,FA,CRY Sun 9:00AM,256.0,11.64,100%,25.83,100%,21.993127147766323,25.35714285714286,65,-39.17
65,56,*05ogb*,Anthony Elanga,NOT,F,57,FA,BOU Sat 10:00AM,254.5,9.09,73%,128.62,73%,27.997799779978,23.85714285714286,66,62.620000000000005
66,163,*05os4*,Rayan Ait-Nouri,WOL,D,164,FA,@ARS Sat 10:00AM,147.5,5.09,79%,119.9,80%,28.978388998035363,21.35714285714286,67,52.900000000000006
67,164,*06ex4*,Josko Gvardiol,MCI,D,165,FA,@CHE Sun 11:30AM,147.0,5.65,100%,39.55,99%,26.017699115044245,20.85714285714286,68,-28.450000000000003
68,48,*05ylx*,Dejan Kulusevski,TOT,M,49,FA,@LEI Mon 3:00PM,261.5,11.37,100%,52.38,99%,22.999120492524188,19.571428571428584,69,-16.619999999999997
69,49,*02oq8*,James Ward-Prowse,WHU,M,50,FA,AVL Sat 12:30PM,260.0,9.63,100%,37.73,99%,26.998961578400827,18.071428571428584,70,-32.27
70,132,*06clu*,Mark Flekken,BRF,G,133,FA,CRY Sun 9:00AM,171.0,4.5,45%,148.53,51%,38.0,17.14285714285714,71,77.53
71,174,*051k7*,Reece James,CHE,D,175,FA,MCI Sun 11:30AM,143.0,7.15,99%,63.63,97%,20.0,16.85714285714286,72,-8.369999999999997
72,175,*05s08*,Valentino Livramento,NEW,D,176,FA,SOU Sat 10:00AM,143.0,6.5,46%,137.82,51%,22.0,16.85714285714286,73,64.82
73,50,*0520r*,Leandro Trossard,ARS,M,51,FA,WOL Sat 10:00AM,258.5,12.93,99%,76.58,98%,19.992266047950505,16.571428571428584,74,2.5799999999999983
74,51,*051k0*,John McGinn,AVL,M,53,FA,@WHU Sat 12:30PM,258.0,8.32,99%,75.67,97%,31.009615384615383,16.071428571428584,75,0.6700000000000017
75,135,*06mga*,Mads Hermansen,LEI,G,136,FA,TOT Mon 3:00PM,169.0,4.45,20%,201.73,23%,37.97752808988764,15.142857142857139,76,125.72999999999999
76,136,*04qor*,Bernd Leno,FUL,G,137,FA,@MUN Fri 3:00PM,169.0,4.45,54%,145.68,59%,37.97752808988764,15.142857142857139,77,68.68
77,177,*052cb*,Ian Maatsen,AVL,D,178,FA,@WHU Sat 12:30PM,141.0,5.88,100%,82.76,98%,23.979591836734695,14.857142857142861,78,4.760000000000005
78,179,*02lsa*,Dan Burn,NEW,D,180,FA,SOU Sat 10:00AM,140.5,4.84,88%,116.59,87%,29.028925619834713,14.357142857142861,79,37.59
79,54,*05r34*,Amad Diallo,MUN,M,55,FA,FUL Fri 3:00PM,256.0,12.8,82%,112.99,84%,20.0,14.071428571428584,80,32.989999999999995
80,184,*05a6e*,Neco Williams,NOT,D,185,FA,BOU Sat 10:00AM,138.0,5.11,23%,166.37,25%,27.00587084148728,11.857142857142861,81,85.37
81,62,*061ya*,Brennan Johnson,TOT,F,63,FA,@LEI Mon 3:00PM,242.0,11.0,97%,75.78,97%,22.0,11.357142857142861,82,-6.219999999999999
82,63,*03sbh*,Enes Unal,BOU,F,64,FA,@NOT Sat 10:00AM,239.0,10.86,2%,393.97,6%,22.007366482504604,8.357142857142861,83,310.97
83,186,*02oq6*,Luke Shaw,MUN,D,187,FA,FUL Fri 3:00PM,134.0,5.58,97%,90.24,95%,24.014336917562723,7.857142857142861,84,6.239999999999995
84,57,*04spw*,James Garner,EVE,M,58,FA,BHA Sat 10:00AM,249.5,8.6,34%,145.13,39%,29.011627906976745,7.571428571428584,85,60.129999999999995
85,58,*03jly*,Andreas Pereira,FUL,M,59,FA,@MUN Fri 3:00PM,249.0,8.59,96%,83.08,95%,28.9871944121071,7.071428571428584,86,-2.9200000000000017
86,187,*05nzu*,Gabriel Magalhaes,ARS,D,188,FA,WOL Sat 10:00AM,133.0,4.03,99%,63.04,99%,33.002481389578165,6.857142857142861,87,-23.96
87,188,*05os8*,Joachim Andersen,CRY,D,189,FA,@BRF Sun 9:00AM,132.5,3.68,97%,92.71,96%,36.005434782608695,6.357142857142861,88,4.709999999999994
88,190,*04tig*,Fabian Schar,NEW,D,191,FA,SOU Sat 10:00AM,131.5,4.11,99%,86.06,98%,31.995133819951334,5.357142857142861,89,-2.9399999999999977
89,59,*03yu2*,Abdoulaye Doucoure,EVE,M,60,FA,BHA Sat 10:00AM,247.0,8.82,72%,127.45,73%,28.00453514739229,5.071428571428584,90,37.45
90,61,*062ci*,Kaoru Mitoma,BHA,M,62,FA,@EVE Sat 10:00AM,245.5,10.67,100%,44.06,99%,23.008434864104967,3.5714285714285836,91,-46.94
91,60,*061ve*,Ryan Christie,BOU,M,61,FA,@NOT Sat 10:00AM,245.5,9.09,83%,112.23,82%,27.007700770077008,3.5714285714285836,92,20.230000000000004
92,69,*03fgo*,Dominic Solanke,TOT,F,70,FA,@LEI Mon 3:00PM,234.0,10.64,100%,22.79,100%,21.992481203007518,3.357142857142861,93,-70.21000000000001
93,192,*05uhj*,Conor Bradley,LIV,D,193,FA,@IPS Sat 7:30AM,129.0,9.92,81%,115.16,81%,13.004032258064516,2.857142857142861,94,21.159999999999997
94,152,*044ei*,Nick Pope,NEW,G,153,FA,SOU Sat 10:00AM,156.0,4.11,88%,124.77,91%,37.95620437956204,2.142857142857139,95,29.769999999999996
95,196,*03gu4*,Harry Maguire,MUN,D,197,FA,FUL Fri 3:00PM,127.5,4.72,38%,144.74,45%,27.012711864406782,1.3571428571428612,96,48.74000000000001
96,153,*04sjt*,Alisson,LIV,G,154,FA,@IPS Sat 7:30AM,155.0,4.08,99%,91.61,99%,37.990196078431374,1.1428571428571388,97,-5.390000000000001
97,70,*06mn8*,Rodrigo Gomes,WOL,F,71,FA,@ARS Sat 10:00AM,231.5,11.57,9%,308.23,16%,20.008643042350908,0.8571428571428612,98,210.23000000000002
98,71,*04qr8*,Diogo Jota,LIV,F,73,FA,@IPS Sat 7:30AM,230.5,14.41,100%,54.83,99%,15.995836224843858,-0.1428571428571388,99,-44.17
99,199,*05o4c*,Timothy Castagne,FUL,D,200,FA,@MUN Fri 3:00PM,125.5,3.8,50%,140.61,52%,33.026315789473685,-0.6428571428571388,100,40.610000000000014
100,207,*063e7*,Marcos Senesi,BOU,D,207,FA,@NOT Sat 10:00AM,124.0,3.76,73%,125.6,74%,32.97872340425532,-2.142857142857139,101,24.599999999999994
101,204,*05opk*,Vladimir Coufal,WHU,D,205,FA,AVL Sat 12:30PM,124.0,4.0,35%,146.04,36%,31.0,-2.142857142857139,102,44.03999999999999
102,208,*03dx3*,Kieran Trippier,NEW,D,209,FA,SOU Sat 10:00AM,123.5,9.5,100%,33.63,99%,13.0,-2.642857142857139,103,-69.37
103,210,*05u7f*,Ibrahima Konate,LIV,D,211,FA,@IPS Sat 7:30AM,121.5,5.52,78%,121.9,76%,22.010869565217394,-4.642857142857139,104,17.900000000000006
104,65,*06jgs*,Adam Wharton,CRY,M,66,FA,@BRF Sun 9:00AM,235.5,7.85,92%,97.53,90%,30.0,-6.428571428571416,105,-7.469999999999999
105,66,*05uhw*,Samuel Edozie,SOU,M,67,FA,@NEW Sat 10:00AM,235.0,10.68,12%,284.13,13%,22.00374531835206,-6.928571428571416,106,178.13
106,67,*043qy*,Lewis Cook,BOU,M,68,FA,@NOT Sat 10:00AM,234.5,7.56,42%,144.34,45%,31.01851851851852,-7.428571428571416,107,37.34
107,77,*06cm1*,Nicolas Jackson,CHE,F,78,FA,MCI Sun 11:30AM,223.0,11.15,97%,65.5,97%,20.0,-7.642857142857139,108,-42.5
108,215,*04qfy*,Ricardo Pereira,LEI,D,216,FA,TOT Mon 3:00PM,118.5,4.09,60%,130.51,63%,28.973105134474327,-7.642857142857139,109,21.50999999999999
109,168,*02lz0*,Emiliano Martinez,AVL,G,169,FA,@WHU Sat 12:30PM,146.0,3.84,90%,114.46,92%,38.020833333333336,-7.857142857142861,110,4.459999999999994
110,166,*05oef*,Alphonse Areola,WHU,G,167,FA,AVL Sat 12:30PM,146.0,3.84,60%,140.64,61%,38.020833333333336,-7.857142857142861,111,29.639999999999986
111,68,*038ze*,Alex Iwobi,FUL,M,69,FA,@MUN Fri 3:00PM,234.0,7.55,86%,103.57,87%,30.99337748344371,-7.928571428571416,112,-8.430000000000007
112,216,*0558w*,William Saliba,ARS,D,217,FA,WOL Sat 10:00AM,117.5,3.46,100%,53.67,99%,33.959537572254334,-8.642857142857139,113,-59.33
113,217,*05uoc*,Cristian Romero,TOT,D,218,FA,@LEI Mon 3:00PM,117.0,3.77,97%,82.51,97%,31.03448275862069,-9.142857142857139,114,-31.489999999999995
114,176,*04gw6*,Arijanet Muric,IPS,G,177,FA,LIV Sat 7:30AM,143.0,3.76,29%,153.87,35%,38.03191489361702,-10.857142857142861,115,38.870000000000005
115,72,*0554t*,William Smallbone,SOU,M,72,FA,@NEW Sat 10:00AM,230.5,7.44,32%,151.97,30%,30.981182795698924,-11.428571428571416,116,35.97
116,178,*06cmb*,Guglielmo Vicario,TOT,G,179,FA,@LEI Mon 3:00PM,141.0,3.71,77%,126.94,81%,38.00539083557952,-12.857142857142861,117,9.939999999999998
117,86,*062h9*,Luis Sinisterra,BOU,F,87,FA,@NOT Sat 10:00AM,216.5,12.74,18%,222.08,20%,16.993720565149136,-14.142857142857139,118,104.08000000000001
118,73,*0554i*,Joelinton,NEW,M,74,FA,SOU Sat 10:00AM,227.0,9.46,81%,107.43,84%,23.995771670190273,-14.928571428571416,119,-11.569999999999993
119,183,*063e3*,Neto,BOU,G,184,FA,@NOT Sat 10:00AM,138.0,3.63,20%,214.01,27%,38.01652892561984,-15.857142857142861,120,94.00999999999999
120,74,*04spq*,Jack Harrison,EVE,M,75,FA,BHA Sat 10:00AM,226.0,9.42,38%,135.95,39%,23.991507430997878,-15.928571428571416,121,14.949999999999989
121,75,*06cmm*,Dominik Szoboszlai,LIV,M,76,FA,@IPS Sat 7:30AM,225.5,11.87,100%,52.96,100%,18.997472620050548,-16.428571428571416,122,-69.03999999999999
122,76,*05ubv*,Omari Hutchinson,IPS,M,77,FA,LIV Sat 7:30AM,225.0,9.38,85%,111.74,87%,23.987206823027716,-16.928571428571416,123,-11.260000000000005
123,230,*06clz*,Malo Gusto,CHE,D,231,FA,MCI Sun 11:30AM,109.0,4.95,93%,106.41,93%,22.02020202020202,-17.14285714285714,124,-17.590000000000003
124,91,*04rzl*,Taiwo Awoniyi,NOT,F,92,FA,BOU Sat 10:00AM,212.0,10.6,38%,145.78,39%,20.0,-18.64285714285714,125,20.78
125,78,*06clt*,Justin Kluivert,BOU,M,79,FA,@NOT Sat 10:00AM,223.0,10.14,41%,151.06,41%,21.992110453648912,-18.928571428571416,126,25.060000000000002
126,232,*03frx*,Ola Aina,NOT,D,233,FA,BOU Sat 10:00AM,106.5,3.8,4%,376.57,6%,28.026315789473685,-19.64285714285714,127,249.57
127,79,*0639x*,Marcus Tavernier,BOU,M,80,FA,@NOT Sat 10:00AM,222.0,10.09,85%,101.75,86%,22.001982160555006,-19.928571428571416,128,-26.25
128,81,*05uht*,Morgan Rogers,AVL,M,82,FA,@WHU Sat 12:30PM,220.0,12.22,82%,104.48,86%,18.003273322422256,-21.928571428571416,129,-24.519999999999996
129,236,*05w9i*,Marc Cucurella,CHE,D,237,FA,MCI Sun 11:30AM,104.0,4.33,92%,108.66,91%,24.018475750577366,-22.14285714285714,130,-21.340000000000003
130,237,*05akv*,Tyrick Mitchell,CRY,D,238,FA,@BRF Sun 9:00AM,103.5,3.04,79%,123.53,80%,34.046052631578945,-22.64285714285714,131,-7.469999999999999
131,83,*02lm7*,Jack Grealish,MCI,M,84,FA,@CHE Sun 11:30AM,218.5,12.14,96%,86.95,96%,17.99835255354201,-23.428571428571416,132,-45.05
132,238,*05u1m*,Nathan Collins,BRF,D,239,FA,CRY Sun 9:00AM,102.5,3.94,4%,365.63,6%,26.01522842639594,-23.64285714285714,133,232.63
133,84,*04e1k*,Solly March,BHA,M,85,FA,@EVE Sat 10:00AM,218.0,11.47,94%,82.47,92%,19.006102877070617,-23.928571428571416,134,-51.53
134,240,*063zg*,Pervis Estupinan,BHA,D,241,FA,@EVE Sat 10:00AM,102.0,5.67,81%,115.72,83%,17.98941798941799,-24.14285714285714,135,-19.28
135,96,*06exb*,Rasmus Hojlund,MUN,F,97,FA,FUL Fri 3:00PM,206.0,9.36,97%,74.33,96%,22.00854700854701,-24.64285714285714,136,-61.67
136,193,*06nv3*,Filip Jørgensen,CHE,G,194,FA,MCI Sun 11:30AM,129.0,4.3,9%,323.9,12%,30.0,-24.85714285714286,137,186.89999999999998
137,85,*05tr8*,Christian Norgaard,BRF,M,86,FA,CRY Sun 9:00AM,217.0,7.75,17%,236.18,19%,28.0,-24.928571428571416,138,98.18
138,241,*05yg5*,Toti,WOL,D,242,FA,@ARS Sat 10:00AM,101.0,3.06,4%,370.72,5%,33.006535947712415,-25.14285714285714,139,231.72000000000003
139,245,*05omu*,Ruben Dias,MCI,D,246,FA,@CHE Sun 11:30AM,99.5,3.43,88%,98.87,90%,29.00874635568513,-26.64285714285714,140,-41.129999999999995
140,88,*0666p*,Kobbie Mainoo,MUN,M,89,FA,FUL Fri 3:00PM,214.5,7.94,99%,75.39,98%,27.015113350125944,-27.428571428571416,141,-65.61
141,97,*02m5b*,Chris Wood,NOT,F,98,FA,BOU Sat 10:00AM,203.0,9.23,49%,134.0,56%,21.99349945828819,-27.64285714285714,142,-8.0
142,247,*02m11*,Matt Doherty,WOL,D,248,FA,@ARS Sat 10:00AM,98.0,7.54,8%,323.84,5%,12.9973474801061,-28.14285714285714,143,180.83999999999997
143,251,*05oh0*,Jan-Paul van Hecke,BHA,D,252,FA,@EVE Sat 10:00AM,97.5,3.36,4%,351.07,9%,29.017857142857142,-28.64285714285714,144,207.07
144,249,*0635j*,Chris Richards,CRY,D,250,FA,@BRF Sun 9:00AM,97.5,4.43,11%,300.89,15%,22.00902934537246,-28.64285714285714,145,155.89
145,89,*05tre*,Vitaly Janelt,BRF,M,90,FA,CRY Sun 9:00AM,213.0,7.1,13%,267.41,14%,30.0,-28.928571428571416,146,121.41000000000003
146,98,*06mg7*,Conor Chaplin,IPS,F,99,FA,LIV Sat 7:30AM,201.5,7.46,34%,145.62,33%,27.010723860589813,-29.14285714285714,147,-1.3799999999999955
147,90,*0626q*,Simon Adingra,BHA,M,91,FA,@EVE Sat 10:00AM,212.5,10.62,90%,96.43,90%,20.009416195856875,-29.428571428571416,148,-51.56999999999999
148,92,*06mnc*,Daichi Kamada,CRY,M,93,FA,@BRF Sun 9:00AM,211.5,8.81,80%,111.61,84%,24.006810442678773,-30.428571428571416,149,-37.39
149,253,*06ezb*,Micky van de Ven,TOT,D,254,FA,@LEI Mon 3:00PM,95.5,2.89,77%,108.77,82%,33.04498269896194,-30.64285714285714,150,-41.230000000000004
150,93,*02lpf*,Ross Barkley,AVL,M,94,FA,@WHU Sat 12:30PM,211.0,11.72,94%,89.56,91%,18.003412969283275,-30.928571428571416,151,-61.44
151,256,*05y9n*,Lewis Hall,NEW,D,257,FA,SOU Sat 10:00AM,94.0,5.22,55%,130.26,62%,18.007662835249043,-32.14285714285714,152,-21.74000000000001
152,257,*062pl*,Lisandro Martinez,MUN,D,258,FA,FUL Fri 3:00PM,94.0,3.48,59%,124.72,66%,27.011494252873565,-32.14285714285714,153,-28.28
153,258,*02y6o*,Nathan Ake,MCI,D,259,FA,@CHE Sun 11:30AM,93.5,4.67,61%,128.43,65%,20.021413276231264,-32.64285714285714,154,-25.569999999999993
154,259,*05ybq*,Vitalii Mykolenko,EVE,D,260,FA,BHA Sat 10:00AM,93.5,3.46,54%,139.49,59%,27.023121387283236,-32.64285714285714,155,-15.509999999999991
155,95,*04io3*,Mario Lemina,WOL,M,96,FA,@ARS Sat 10:00AM,209.0,6.74,17%,245.81,17%,31.008902077151333,-32.928571428571416,156,89.81
156,101,*03ybi*,Marcus Rashford,MUN,F,102,FA,FUL Fri 3:00PM,197.5,10.97,99%,67.83,99%,18.003646308113034,-33.14285714285714,157,-89.17
157,100,*06o2t*,Niclas Füllkrug,WHU,F,101,FA,AVL Sat 12:30PM,197.5,8.98,63%,80.99,62%,21.993318485523385,-33.14285714285714,158,-77.01
158,261,*02lp9*,Kyle Walker,MCI,D,262,FA,@CHE Sun 11:30AM,92.5,3.43,96%,81.98,95%,26.967930029154516,-33.64285714285714,159,-77.02
159,102,*05m47*,George Hirst,IPS,F,103,FA,LIV Sat 7:30AM,196.5,6.55,1%,1146.91,4%,30.0,-34.14285714285714,160,986.9100000000001
